,product_group_name,perceived_colour_master_name,purchase_count,purchase_ratio_pct,price_count,mean_price,median_price,std_price
40,Garment Lower body,Metal,21,0.06388027012228509,21,0.028867635285714285,0.02540678,0.020893493807208854
41,Garment Lower body,Mole,217,0.6600961245969459,214,0.038876683004672896,0.033881356,0.02322230606305504
42,Garment Lower body,Orange,232,0.7057248889700066,229,0.034513951567685594,0.033881356,0.019776453401704492
43,Garment Lower body,Pink,454,1.3810306016913063,451,0.02756401964745011,0.02540678,0.017173293175713953
44,Garment Lower body,Red,592,1.8008152339234653,589,0.030787257855687606,0.030491525,0.01529898077405568
45,Garment Lower body,Turquoise,142,0.43195230273164203,141,0.036601394333333336,0.033881356,0.018241116696844743
46,Garment Lower body,White,2081,6.330230577355965,2068,0.03188842895454546,0.0280762715,0.0175517532478075
47,Garment Lower body,Yellow,263,0.8000243353409989,262,0.03422836067175572,0.033881356,0.018170210475912867
48,Garment Upper body,Beige,4776,8.051383199312195,4736,0.0336648999136402,0.02540678,0.026536655066571588
49,Garment Upper body,Black,16172,27.262765724304185,16055,0.026683281470445346,0.02159322,0.022355793867969584
50,Garment Upper body,Blue,6035,10.173806031794197,5998,0.026862143273591196,0.022016949,0.021789015294350577
51,Garment Upper body,Brown,1515,2.5539877610883526,1512,0.03556752754497355,0.027440678,0.02905908952662627
52,Garment Upper body,Green,1824,3.0749001163202347,1810,0.029649349165745856,0.02540678,0.017218189175442784
53,Garment Upper body,Grey,4054,6.8342352366021,4032,0.02879043495486111,0.0253728815,0.0238040548201433
54,Garment Upper body,Khaki green,1982,3.3412565956944653,1969,0.028738127361604877,0.022864407,0.023615234138687897
55,Garment Upper body,Lilac Purple,205,0.3455891029855527,203,0.02675486348275862,0.022016949,0.021264244610536633
56,Garment Upper body,Metal,35,0.05900301758289924,35,0.045581113799999996,0.050830508,0.025377461128226357
57,Garment Upper body,Mole,822,1.3857280129469478,821,0.03529728110109623,0.029644068,0.027314495177661297
58,Garment Upper body,Orange,1072,1.8071781385390853,1062,0.024316033039548022,0.020576271,0.017552754938765378
59,Garment Upper body,Pink,2874,4.844990643807212,2851,0.02307569150789197,0.017728814,0.01580244861110061
60,Garment Upper body,Red,2874,4.844990643807212,2855,0.02482908364833625,0.021677966,0.01925545477555077
61,Garment Upper body,Turquoise,550,0.9271902763027023,549,0.028592201510018216,0.02540678,0.01987983186857771
62,Garment Upper body,White,12663,21.347291761492944,12585,0.022670355437266587,0.016932203,0.016438759733402347
63,Garment Upper body,Yellow,1863,3.140646335912608,1847,0.02446113253329724,0.021847458,0.016112351866981425
64,Garment Upper body,Yellowish Green,3,0.005057401507105649,3,0.041677966000000004,0.042016949,0.011020860147523287
65,Nightwear,Beige,34,2.078239608801956,34,0.024887337794117646,0.016932203,0.01288698875729009
66,Nightwear,Black,405,24.755501222493887,400,0.0259104660975,0.02540678,0.009871884747937992
67,Nightwear,Blue,340,20.78239608801956,337,0.025346275703264098,0.02540678,0.010549546865616443
68,Nightwear,Brown,25,1.528117359413203,25,0.02216338972,0.016932203,0.008960381995315311
69,Nightwear,Green,4,0.24449877750611246,4,0.019898304999999998,0.018627118499999998,0.004004928848301552
70,Nightwear,Grey,328,20.048899755501225,326,0.022819486266871164,0.022016949,0.009636482056837502
71,Nightwear,Khaki green,5,0.3056234718826406,5,0.0243898304,0.022016949,0.006409379972710916
72,Nightwear,Lilac Purple,1,0.061124694376528114,1,0.02540678,0.02540678,
73,Nightwear,Mole,29,1.7726161369193152,29,0.019730566862068966,0.016932203,0.007149611856118283
74,Nightwear,Orange,6,0.36674816625916873,6,0.017079096,0.017033898,0.004540938913922451
75,Nightwear,Pink,259,15.831295843520781,258,0.02699894887596899,0.02540678,0.011274574040963204
76,Nightwear,Red,90,5.50122249388753,88,0.02922322794318182,0.030491525,0.01181985927915091
77,Nightwear,Turquoise,9,0.5501222493887531,9,0.024435028222222224,0.024254237,0.011780490100171534
78,Nightwear,White,87,5.3178484107579465,87,0.02155776351724138,0.020322034,0.010046219300833013
79,Nightwear,Yellow,14,0.8557457212713936,14,0.026366827928571427,0.0220677965,0.00924177765809262
80,Shoes,Beige,280,7.610763794509377,278,0.038865748061151076,0.033881356,0.02644164598562207
81,Shoes,Black,1923,52.269638488719764,1906,0.042577702824763905,0.040661017,0.026087606721014154
82,Shoes,Blue,80,2.1745039412883935,79,0.023112207620253167,0.017610169,0.01419101286703753
83,Shoes,Brown,285,7.746670290839902,282,0.048150799333333334,0.039584745500000004,0.03252491798190646
84,Shoes,Green,24,0.6523511823865181,24,0.030175141208333336,0.0311440675,0.021714536584973066
85,Shoes,Grey,47,1.2775210655069311,47,0.025843130063829784,0.016932203,0.02491025940724341
86,Shoes,Khaki green,41,1.1144332699103017,41,0.02910748231707317,0.02540678,0.021362890190994337
87,Shoes,Lilac Purple,2,0.05436259853220984,2,0.0168474575,0.0168474575,0.00011984823545008968
88,Shoes,Metal,85,2.310410437618918,85,0.03964307071764706,0.033881356,0.039347753495107524
89,Shoes,Mole,30,0.8154389779831475,29,0.043758620655172414,0.038135593,0.02888212702516821
90,Shoes,Orange,147,3.9956509921174237,146,0.03376816811643836,0.030983050999999998,0.0207598424494963
91,Shoes,Pink,152,4.131557488447948,151,0.023034908496688742,0.016932203,0.01567646657776898
92,Shoes,Red,109,2.9627616200054363,108,0.032272127990740744,0.030491525,0.023432407760679206
93,Shoes,Turquoise,5,0.1359064963305246,5,0.0274508472,0.022016949,0.011923542817033183
94,Shoes,White,389,10.573525414514814,383,0.03219688446736292,0.033881356,0.017842707005601404
95,Shoes,Yellow,80,2.1745039412883935,79,0.039033898227848106,0.040559322,0.024630311219134143
96,Socks & Tights,Beige,173,5.737976782752902,170,0.010952741711764706,0.010830508,0.004879165376914932
97,Socks & Tights,Black,1530,50.74626865671642,1522,0.011728423827201052,0.012186441,0.004755437420637804
98,Socks & Tights,Blue,191,6.3349917081260365,187,0.008768965764705882,0.006762712,0.006040201671549268
99,Socks & Tights,Brown,13,0.4311774461028192,13,0.007734028615384616,0.006762712,0.002174598515111258
100,Socks & Tights,Green,36,1.1940298507462688,36,0.006087570555555556,0.003542373,0.0049299977918528665
101,Socks & Tights,Grey,311,10.315091210613598,310,0.01245281570967742,0.013542373,0.005755829773113184
102,Socks & Tights,Khaki green,3,0.09950248756218905,3,0.016638417666666665,0.016932203,0.0005088511238518919
103,Socks & Tights,Lilac Purple,15,0.4975124378109453,15,0.006028248733333333,0.005067797,0.003649074161567277
104,Socks & Tights,Mole,33,1.0945273631840797,33,0.015074473484848486,0.015508475,0.004651359282457569
105,Socks & Tights,Orange,32,1.0613598673300166,32,0.0075455509375,0.0081355935,0.00390980410129944
106,Socks & Tights,Pink,144,4.776119402985075,144,0.011041195840277778,0.011847458,0.00443252276079534
107,Socks & Tights,Red,83,2.752902155887231,82,0.010523150012195122,0.010152542,0.006296328851748301
108,Socks & Tights,Turquoise,23,0.7628524046434495,23,0.003749447304347826,0.003389831,0.0016996002719749203
109,Socks & Tights,White,402,13.333333333333334,401,0.012301111600997505,0.013542373,0.0034648859991414085
110,Socks & Tights,Yellow,26,0.8623548922056384,26,0.009963494115384617,0.010152542,0.0035115918865780676
111,Swimwear,Beige,466,3.6225124378109452,464,0.01955881048060345,0.016932203,0.009132727491023748
112,Swimwear,Black,4592,35.69651741293532,4559,0.022820477962491776,0.022016949,0.010175579650946774
113,Swimwear,Blue,1764,13.712686567164178,1752,0.022467107719178085,0.022016949,0.010525388087441365
114,Swimwear,Brown,219,1.7024253731343284,218,0.023256180958715598,0.022016949,0.01081298934142707
115,Swimwear,Green,794,6.17226368159204,790,0.02072641054556962,0.016932203,0.009987559935113414
116,Swimwear,Grey,155,1.2049129353233832,155,0.020087042032258067,0.016932203,0.009927334824087993
117,Swimwear,Khaki green,195,1.515858208955224,191,0.03244129921989529,0.02540678,0.017123705517579985
118,Swimwear,Lilac Purple,83,0.6452114427860697,82,0.013871847951219513,0.011847458,0.010604060108318363
119,Swimwear,Metal,6,0.046641791044776115,6,0.04085593233333334,0.038872881,0.017826911210043612
120,Swimwear,Mole,66,0.5130597014925373,66,0.022349255348484847,0.02540678,0.005142154130110018
121,Swimwear,Orange,888,6.902985074626866,884,0.02483045086764706,0.024389831,0.012254913290970046
122,Swimwear,Pink,421,3.272699004975124,416,0.020562296185096154,0.016932203,0.012577354103243671
123,Swimwear,Red,1195,9.289490049751244,1188,0.023074901482323232,0.022016949,0.009914364724662198
124,Swimwear,Turquoise,32,0.24875621890547264,32,0.021170550875,0.0228644065,0.009666734875929317
125,Swimwear,White,1409,10.953047263681592,1402,0.02344691594507846,0.022016949,0.011807805492211497
126,Swimwear,Yellow,579,4.500932835820896,578,0.02304219687370242,0.024347458000000002,0.007751773961785511
127,Underwear,Beige,632,5.446397793864185,628,0.023504911998407645,0.02540678,0.0097404106203878
128,Underwear,Black,5101,43.958979662185456,5071,0.021718562431867483,0.02120339,0.009676682051702194
129,Underwear,Blue,687,5.920372285418821,683,0.019466932934114202,0.016932203,0.009460685453089182
130,Underwear,Brown,34,0.29300241296104795,34,0.019885344,0.016932203,0.008862178809213932
131,Underwear,Green,115,0.9910375732506033,115,0.022175239452173916,0.022016949,0.007811737852592897
132,Underwear,Grey,635,5.472250947948983,633,0.021137895870458136,0.021440678,0.00955474149719955
133,Underwear,Khaki green,35,0.301620130989314,35,0.021911864257142855,0.019728814,0.007291136354385572
134,Underwear,Lilac Purple,127,1.0944501895897967,126,0.018878262000000003,0.016932203,0.01059075110078979
135,Underwear,Mole,15,0.12926577042399173,15,0.012503954733333333,0.010152542,0.0069697548492300586
136,Underwear,Orange,299,2.5766976904515686,297,0.020827027255892257,0.020322034,0.009007509887820786
137,Underwear,Pink,1142,9.841433988279903,1137,0.01832271951627089,0.016932203,0.0088511118655277
138,Underwear,Red,1647,14.19338159255429,1634,0.019418957239290085,0.016932203,0.009042051207815451
139,Underwear,Turquoise,22,0.18958979662185454,21,0.015047619095238097,0.013542373,0.008706566391680775
140,Underwear,White,1095,9.436401240951396,1086,0.020039594777163904,0.016932203,0.009949040189248045
141,Underwear,Yellow,18,0.15511892450879006,17,0.010305084588235295,0.010152542,0.007969112379373824
